N,K,P,Zn,Mg,S,pH,Rainfall,Temperature,Humidity,Crop_Subcategory
3.0,2.9,2.0,0.3,1.2,0.4,6.3,663.1,25.0,67.4,Vegetables_Arka Pitambari (onion)
2.8,3.4,2.3,0.4,1.3,0.4,7.2,642.5,29.0,76.8,Vegetables_Arka Pitambari (onion)
2.6,2.8,2.1,0.5,1.5,0.3,6.6,794.5,25.1,76.0,Vegetables_Arka Pitambari (onion)
2.7,2.8,1.7,0.4,1.1,0.6,7.1,710.4,28.6,74.1,Vegetables_Arka Pitambari (onion)
2.7,2.9,2.3,0.2,1.1,0.5,6.6,724.0,28.2,78.0,Vegetables_Arka Pitambari (onion)
3.0,3.3,2.0,0.4,1.1,0.4,6.6,703.8,29.4,69.9,Vegetables_Arka Pitambari (onion)
3.0,2.7,1.8,0.4,1.3,0.6,6.5,778.8,23.5,69.2,Vegetables_Arka Pitambari (onion)
3.0,3.0,2.0,0.5,1.6,0.3,7.0,820.3,26.6,67.8,Vegetables_Arka Pitambari (onion)
3.1,3.3,1.8,0.6,1.1,0.6,6.8,740.0,25.7,66.7,Vegetables_Arka Pitambari (onion)
2.8,2.7,1.8,0.5,1.6,0.5,6.5,655.6,29.4,71.7,Vegetables_Arka Pitambari (onion)
2.9,2.9,2.0,0.5,1.3,0.3,6.5,761.3,28.2,67.4,Vegetables_Arka Pitambari (onion)
2.6,3.1,2.1,0.4,1.4,0.4,7.2,806.9,27.5,79.6,Vegetables_Arka Pitambari (onion)
3.0,2.8,1.8,0.2,1.5,0.5,6.4,652.9,28.6,72.6,Vegetables_Arka Pitambari (onion)
3.1,3.4,2.3,0.5,1.4,0.3,6.7,793.7,28.5,67.0,Vegetables_Arka Pitambari (onion)
2.6,3.1,1.8,0.5,1.2,0.5,6.8,767.3,27.3,72.3,Vegetables_Arka Pitambari (onion)
3.1,2.8,2.0,0.6,1.4,0.3,6.7,819.1,23.1,74.8,Vegetables_Arka Pitambari (onion)
3.1,2.9,1.8,0.5,1.4,0.5,6.8,678.6,29.8,77.2,Vegetables_Arka Pitambari (onion)
2.5,3.5,2.5,0.2,1.5,0.5,7.1,816.8,29.8,77.2,Vegetables_Arka Pitambari (onion)
3.0,2.9,1.7,0.3,1.0,0.6,6.4,771.7,26.4,72.5,Vegetables_Arka Pitambari (onion)
2.9,3.4,2.2,0.3,1.4,0.7,6.9,838.5,29.8,67.4,Vegetables_Arka Pitambari (onion)
3.0,3.0,2.4,0.5,1.4,0.7,6.3,827.7,24.1,65.9,Vegetables_Arka Pitambari (onion)
3.1,3.3,2.1,0.5,1.5,0.5,6.8,785.5,25.2,72.9,Vegetables_Arka Pitambari (onion)
2.6,3.4,2.0,0.3,1.3,0.5,6.5,634.1,28.5,68.9,Vegetables_Arka Pitambari (onion)
2.6,3.0,2.3,0.5,1.5,0.5,6.2,615.0,27.6,76.1,Vegetables_Arka Pitambari (onion)
2.5,2.9,1.9,0.2,1.1,0.6,6.8,692.9,24.9,76.8,Spices_Malabar (black pepper)
3.0,3.5,2.1,0.3,1.4,0.6,6.2,681.2,25.3,79.0,Spices_Malabar (black pepper)
2.8,3.3,1.9,0.3,1.4,0.4,6.8,814.7,28.5,74.9,Spices_Malabar (black pepper)
2.5,3.4,1.5,0.6,1.1,0.7,6.7,757.4,28.1,76.8,Spices_Malabar (black pepper)
2.5,3.4,2.1,0.3,1.1,0.8,6.4,845.2,27.6,67.4,Spices_Malabar (black pepper)
3.1,3.3,2.3,0.5,1.3,0.4,7.2,799.5,27.2,76.1,Spices_Malabar (black pepper)
2.7,3.1,1.7,0.6,1.5,0.5,7.0,603.6,26.6,76.6,Spices_Malabar (black pepper)
2.9,3.4,2.3,0.3,1.2,0.7,6.6,761.4,28.6,66.0,Spices_Malabar (black pepper)
2.9,2.8,1.6,0.6,1.4,0.3,6.9,829.0,28.5,78.1,Spices_Malabar (black pepper)
3.2,3.2,2.2,0.4,1.2,0.6,6.3,625.6,28.8,72.1,Spices_Malabar (black pepper)
3.1,2.8,1.6,0.5,1.5,0.3,6.8,848.6,23.2,77.9,Spices_Malabar (black pepper)
2.6,3.4,1.6,0.4,1.6,0.6,7.1,796.6,28.1,79.7,Spices_Malabar (black pepper)
2.7,2.6,1.7,0.4,1.2,0.3,6.4,605.7,26.9,71.7,Spices_Malabar (black pepper)
2.9,3.5,2.4,0.6,1.2,0.7,6.3,787.2,28.3,76.7,Spices_Malabar (black pepper)
2.8,3.0,1.7,0.5,1.0,0.5,6.3,647.8,25.0,73.4,Spices_Malabar (black pepper)
2.5,3.3,2.1,0.5,1.3,0.6,6.7,723.5,26.4,79.1,Spices_Malabar (black pepper)
3.0,2.6,2.3,0.6,1.5,0.8,6.7,777.6,29.9,74.1,Spices_Malabar (black pepper)
2.5,3.3,1.9,0.4,1.0,0.7,7.1,835.8,25.0,79.3,Spices_Malabar (black pepper)
3.0,2.8,2.0,0.4,1.3,0.5,6.3,823.3,23.3,74.2,Spices_Malabar (black pepper)
3.1,2.6,1.6,0.3,1.5,0.8,6.5,631.4,25.3,68.4,Spices_Malabar (black pepper)
2.8,2.5,2.4,0.3,1.3,0.3,7.0,665.6,24.7,66.5,Spices_Malabar (black pepper)
2.9,3.0,2.0,0.6,1.5,0.4,7.1,669.6,25.0,70.6,Spices_Malabar (black pepper)
2.5,2.7,2.3,0.3,1.1,0.6,6.9,604.1,23.9,79.0,Spices_Malabar (black pepper)
2.6,2.5,2.2,0.3,1.4,0.6,6.7,690.6,29.5,76.7,Spices_Malabar (black pepper)
2.6,3.4,1.5,0.5,1.2,0.5,6.3,667.2,27.4,77.9,Spices_Malabar (black pepper)
2.6,3.1,2.3,0.2,1.5,0.3,6.9,806.1,24.0,74.4,Spices_Malabar (black pepper)
2.9,3.0,2.3,0.3,1.2,0.4,6.7,715.1,26.2,75.6,Spices_Malabar (black pepper)
2.7,3.3,2.0,0.2,1.4,0.3,6.6,625.7,23.6,75.5,Spices_Malabar (black pepper)
3.1,3.0,2.4,0.2,1.3,0.4,6.8,816.4,28.5,69.9,Spices_Malabar (black pepper)
2.9,3.5,1.5,0.5,1.4,0.5,6.5,719.9,25.8,68.5,Spices_Malabar (black pepper)
3.0,3.3,1.6,0.6,1.0,0.5,6.5,692.8,28.3,70.1,Spices_Malabar (black pepper)
3.2,2.7,1.8,0.6,1.4,0.4,6.6,622.9,26.8,78.6,Spices_Malabar (black pepper)
2.7,2.9,1.5,0.4,1.3,0.6,6.9,661.4,24.5,71.2,Spices_Malabar (black pepper)
2.6,2.6,1.7,0.3,1.0,0.7,7.0,665.9,23.6,69.0,Spices_Malabar (black pepper)
2.8,3.4,1.7,0.5,1.5,0.6,7.0,805.0,27.8,76.0,Spices_Malabar (black pepper)
3.1,2.9,1.7,0.3,1.0,0.5,7.2,607.3,25.3,78.3,Spices_Malabar (black pepper)
2.7,3.4,1.5,0.4,1.5,0.4,6.7,615.4,23.6,74.4,Spices_Malabar (black pepper)
3.1,3.0,2.1,0.3,1.4,0.7,6.8,686.6,26.8,74.2,Spices_Malabar (black pepper)
2.7,2.9,1.8,0.3,1.2,0.4,6.7,844.3,24.7,79.1,Spices_Malabar (black pepper)
3.2,2.5,2.4,0.6,1.5,0.6,7.1,832.9,29.1,65.6,Spices_Malabar (black pepper)
3.2,2.6,1.9,0.4,1.6,0.6,6.9,632.6,24.9,68.6,Spices_Malabar (black pepper)
2.6,3.5,1.5,0.4,1.6,0.4,6.6,795.2,27.0,70.7,Spices_Malabar (black pepper)
2.8,3.4,1.5,0.2,1.1,0.3,6.3,741.3,23.2,76.9,Spices_Malabar (black pepper)
2.6,2.8,1.9,0.3,1.4,0.4,6.7,758.3,27.7,77.8,Spices_Malabar (black pepper)
2.6,2.6,2.2,0.3,1.1,0.6,7.2,827.8,27.0,74.5,Spices_Malabar (black pepper)
3.1,2.8,2.5,0.6,1.5,0.6,6.7,739.1,25.8,68.7,Spices_Malabar (black pepper)
2.5,2.8,1.6,0.6,1.1,0.6,6.5,787.3,28.2,75.7,Spices_Malabar (black pepper)
2.9,3.2,2.4,0.4,1.3,0.8,6.6,693.2,28.1,65.0,Spices_Malabar (black pepper)
3.1,2.6,1.7,0.2,1.6,0.5,6.8,686.6,25.9,74.0,Spices_Malabar (black pepper)
2.7,3.0,2.0,0.6,1.6,0.8,7.2,674.7,27.3,71.3,Spices_Malabar (black pepper)
3.0,3.2,2.4,0.5,1.0,0.3,6.7,643.8,24.8,76.0,Spices_Malabar (black pepper)
2.8,3.3,1.7,0.4,1.5,0.5,6.3,821.0,29.9,74.2,Spices_Malabar (black pepper)
2.8,2.6,1.7,0.3,1.5,0.6,6.6,625.4,25.9,78.0,Spices_Malabar (black pepper)
2.9,2.5,1.6,0.5,1.3,0.3,6.9,706.0,27.0,73.5,Spices_Malabar (black pepper)
3.0,2.7,1.8,0.5,1.1,0.6,6.9,637.5,24.7,71.7,Spices_Malabar (black pepper)
3.1,3.2,2.2,0.6,1.5,0.6,7.1,624.1,26.5,67.9,Spices_Malabar (black pepper)
2.7,2.5,2.2,0.3,1.4,0.5,6.8,694.0,29.9,74.1,Spices_Malabar (black pepper)
2.7,2.8,1.6,0.3,1.3,0.5,7.0,849.5,30.0,65.2,Spices_Malabar (black pepper)
3.2,2.9,1.8,0.6,1.4,0.4,6.4,677.7,26.4,75.3,Spices_Malabar (black pepper)
2.7,3.1,1.7,0.5,1.3,0.8,6.9,729.9,28.2,75.8,Spices_Malabar (black pepper)
2.8,2.7,2.0,0.5,1.3,0.7,7.0,749.1,25.9,69.1,Spices_Malabar (black pepper)
3.2,3.0,2.2,0.5,1.1,0.6,6.2,800.6,29.6,70.2,Spices_Malabar (black pepper)
2.8,2.8,2.1,0.3,1.1,0.8,7.0,693.4,29.1,70.6,Spices_Malabar (black pepper)
3.0,3.5,1.6,0.5,1.5,0.8,6.5,658.7,27.7,69.4,Spices_Malabar (black pepper)
3.2,2.9,2.5,0.4,1.1,0.6,7.1,704.6,27.5,68.0,Spices_Malabar (black pepper)
2.6,3.0,2.1,0.4,1.5,0.5,6.2,660.1,24.3,77.0,Spices_Malabar (black pepper)
2.7,2.5,2.5,0.4,1.5,0.6,6.7,828.6,26.1,66.1,Spices_Malabar (black pepper)
2.9,2.5,1.9,0.5,1.2,0.7,7.0,810.4,25.4,68.7,Spices_Malabar (black pepper)
2.9,3.3,1.8,0.4,1.4,0.6,6.4,837.2,27.3,66.2,Spices_Malabar (black pepper)
3.0,3.3,2.3,0.6,1.0,0.4,6.9,675.7,25.9,72.8,Spices_Malabar (black pepper)
2.7,2.7,1.8,0.5,1.4,0.5,7.2,837.4,28.3,69.1,Spices_Malabar (black pepper)
3.2,2.8,2.3,0.4,1.1,0.5,6.6,636.6,26.3,71.0,Spices_Malabar (black pepper)
3.0,3.1,2.2,0.2,1.6,0.3,7.1,745.7,24.5,78.9,Spices_Malabar (black pepper)
2.6,2.8,2.5,0.5,1.3,0.5,6.5,824.4,24.8,70.0,Spices_Malabar (black pepper)
3.0,3.5,2.0,0.3,1.3,0.4,7.1,662.1,27.9,70.1,Spices_Malabar (black pepper)
3.1,3.1,1.6,0.4,1.5,0.5,6.8,708.1,25.2,72.6,Spices_Malabar (black pepper)
2.9,3.4,2.2,0.5,1.3,0.7,7.1,667.6,25.0,65.4,Spices_Malabar (black pepper)
2.9,3.1,2.0,0.2,1.5,0.4,6.4,777.9,25.3,76.9,Spices_Malabar (black pepper)
3.1,3.5,1.6,0.4,1.4,0.7,6.6,642.4,29.6,72.9,Spices_Malabar (black pepper)
2.9,3.0,1.7,0.3,1.2,0.3,6.3,826.8,24.9,70.6,Spices_Malabar (black pepper)
3.2,3.0,2.4,0.3,1.4,0.5,6.7,779.5,24.6,73.0,Spices_Malabar (black pepper)
3.2,2.9,1.9,0.6,1.2,0.6,6.6,742.1,24.5,69.0,Spices_Malabar (black pepper)
2.8,3.3,1.9,0.4,1.1,0.4,6.9,792.0,25.3,71.8,Spices_Malabar (black pepper)
3.2,3.1,2.4,0.3,1.5,0.3,6.4,633.4,25.0,71.4,Spices_Malabar (black pepper)
2.8,2.6,2.1,0.5,1.3,0.8,7.0,705.8,24.2,67.2,Spices_Malabar (black pepper)
3.0,3.4,1.8,0.2,1.1,0.3,6.6,620.7,26.4,68.3,Spices_Malabar (black pepper)
2.9,2.8,2.5,0.2,1.0,0.8,6.7,707.6,24.6,78.3,Spices_Malabar (black pepper)
3.0,3.4,2.5,0.6,1.0,0.5,6.9,828.3,24.6,71.3,Spices_Malabar (black pepper)
2.8,2.8,1.6,0.4,1.1,0.4,7.1,630.6,29.4,70.3,Spices_Malabar (black pepper)
2.8,2.6,2.4,0.4,1.5,0.6,6.5,645.1,29.1,73.4,Spices_Malabar (black pepper)
2.7,3.5,1.5,0.5,1.5,0.8,6.9,649.5,24.7,74.4,Spices_Malabar (black pepper)
2.7,2.7,2.4,0.2,1.3,0.7,7.2,650.7,29.4,65.2,Spices_Malabar (black pepper)
2.5,3.4,2.5,0.5,1.6,0.8,7.0,771.5,27.5,71.0,Spices_Malabar (black pepper)
2.7,3.3,1.8,0.2,1.2,0.4,6.9,788.6,23.2,75.8,Spices_Malabar (black pepper)
2.6,3.0,2.2,0.2,1.5,0.7,6.3,645.9,26.5,75.4,Spices_Malabar (black pepper)
2.9,2.8,2.3,0.3,1.2,0.3,7.0,608.4,26.7,71.5,Spices_Malabar (black pepper)
2.7,3.3,1.7,0.4,1.5,0.4,7.0,744.0,27.9,76.8,Spices_Malabar (black pepper)
2.7,3.4,2.0,0.3,1.4,0.6,6.6,686.5,26.7,70.0,Spices_Malabar (black pepper)
2.7,2.7,2.3,0.4,1.5,0.6,6.2,844.2,26.4,68.4,Spices_Malabar (black pepper)
2.7,2.6,2.0,0.4,1.5,0.5,6.5,776.5,25.5,71.7,Spices_Malabar (black pepper)
3.0,2.6,1.7,0.5,1.3,0.4,6.8,699.0,25.2,76.6,Spices_Mysore (cardamom)
3.0,3.3,1.9,0.6,1.6,0.8,6.9,825.7,23.3,73.7,Spices_Mysore (cardamom)
3.2,3.0,2.0,0.2,1.6,0.8,6.3,709.2,26.9,76.2,Spices_Mysore (cardamom)
2.6,3.0,2.2,0.3,1.3,0.5,6.7,820.1,26.6,67.2,Spices_Mysore (cardamom)
2.6,2.8,1.6,0.5,1.6,0.4,6.8,744.1,29.3,67.5,Spices_Mysore (cardamom)
3.0,3.5,2.3,0.2,1.5,0.7,7.1,839.8,28.0,76.2,Spices_Mysore (cardamom)
2.7,2.7,1.8,0.4,1.5,0.6,6.6,705.8,24.8,73.1,Spices_Mysore (cardamom)
2.6,3.3,1.6,0.3,1.3,0.4,6.8,714.1,28.8,67.7,Spices_Mysore (cardamom)
2.9,2.8,2.0,0.3,1.5,0.8,6.4,727.7,23.9,80.0,Spices_Mysore (cardamom)
2.6,3.2,1.9,0.5,1.5,0.6,7.1,666.5,23.7,68.2,Spices_Mysore (cardamom)
2.8,3.4,1.6,0.6,1.5,0.8,6.8,687.8,25.0,68.9,Spices_Mysore (cardamom)
2.9,3.4,1.6,0.6,1.5,0.4,6.6,830.8,24.4,69.8,Spices_Mysore (cardamom)
2.8,3.4,2.0,0.3,1.4,0.4,6.9,634.1,25.1,66.7,Spices_Mysore (cardamom)
3.1,3.2,1.9,0.2,1.1,0.5,7.0,734.2,25.6,65.1,Spices_Mysore (cardamom)
3.0,2.8,2.3,0.5,1.1,0.7,6.5,631.5,24.5,77.9,Spices_Mysore (cardamom)
2.8,3.2,1.8,0.6,1.2,0.6,7.0,752.8,25.9,68.3,Spices_Mysore (cardamom)
3.1,3.1,1.7,0.5,1.5,0.4,6.4,686.5,28.8,68.9,Spices_Mysore (cardamom)
3.0,3.1,2.0,0.3,1.3,0.6,7.2,723.4,26.7,73.0,Spices_Mysore (cardamom)
2.5,3.3,1.5,0.6,1.4,0.5,6.4,716.9,24.3,73.2,Spices_Mysore (cardamom)
3.0,2.9,1.6,0.3,1.5,0.4,6.5,842.5,24.6,70.6,Spices_Mysore (cardamom)
2.8,3.5,2.5,0.3,1.4,0.6,7.1,734.6,23.1,67.5,Spices_Mysore (cardamom)
2.9,2.6,2.4,0.3,1.5,0.4,7.2,660.5,28.3,78.9,Spices_Mysore (cardamom)
3.0,3.3,2.0,0.6,1.0,0.6,6.5,818.5,27.5,72.1,Spices_Mysore (cardamom)
2.9,3.3,1.5,0.3,1.4,0.5,7.1,741.4,23.4,72.3,Spices_Mysore (cardamom)
2.6,2.8,2.5,0.5,1.5,0.6,6.6,764.1,26.1,71.5,Spices_Mysore (cardamom)
3.0,2.7,2.1,0.2,1.5,0.4,6.6,788.9,27.3,79.7,Spices_Mysore (cardamom)
2.7,3.0,1.6,0.5,1.4,0.4,6.6,688.9,25.8,70.4,Spices_Mysore (cardamom)
2.9,2.7,2.3,0.4,1.2,0.7,6.9,666.0,24.8,73.0,Spices_Mysore (cardamom)
2.7,3.1,2.0,0.3,1.3,0.4,6.8,600.3,28.0,78.6,Spices_Mysore (cardamom)
2.5,3.3,2.1,0.4,1.1,0.6,6.5,731.5,26.0,78.2,Spices_Mysore (cardamom)
2.9,3.0,1.8,0.5,1.5,0.6,6.8,819.7,26.1,66.0,Spices_Mysore (cardamom)
3.1,3.1,2.3,0.3,1.2,0.8,6.8,712.1,25.3,70.1,Spices_Mysore (cardamom)
2.8,2.9,2.0,0.4,1.5,0.6,6.7,782.8,29.8,71.6,Spices_Mysore (cardamom)
2.7,2.6,2.2,0.5,1.6,0.5,6.5,710.2,23.7,79.9,Spices_Mysore (cardamom)
2.8,3.2,2.5,0.5,1.1,0.7,6.9,745.7,29.9,80.0,Spices_Mysore (cardamom)
2.8,2.7,1.9,0.2,1.2,0.4,7.0,799.0,24.4,68.4,Spices_Mysore (cardamom)
3.0,3.1,2.3,0.4,1.4,0.7,6.5,771.7,23.3,72.8,Spices_Mysore (cardamom)
3.1,2.7,2.1,0.2,1.5,0.5,6.6,627.1,25.5,78.4,Spices_Mysore (cardamom)
2.6,2.5,2.4,0.2,1.6,0.4,6.7,610.7,26.7,69.5,Spices_Mysore (cardamom)
2.7,3.5,2.4,0.5,1.4,0.7,7.1,647.2,28.3,76.1,Spices_Mysore (cardamom)
2.7,3.5,1.7,0.6,1.6,0.4,7.0,731.8,30.0,74.1,Spices_Mysore (cardamom)
2.9,2.8,1.7,0.5,1.5,0.7,6.6,684.7,25.0,74.9,Spices_Mysore (cardamom)
3.1,2.8,1.9,0.2,1.5,0.3,6.3,826.3,27.7,77.8,Spices_Mysore (cardamom)
2.5,2.7,1.8,0.3,1.2,0.8,6.5,822.6,23.8,67.4,Spices_Mysore (cardamom)
3.0,3.4,2.2,0.6,1.5,0.4,6.7,729.5,29.7,66.2,Spices_Mysore (cardamom)
2.7,2.9,2.4,0.4,1.2,0.7,7.0,642.3,23.1,70.7,Spices_Mysore (cardamom)
2.8,3.4,2.0,0.5,1.5,0.7,6.9,847.7,25.8,77.4,Spices_Mysore (cardamom)
2.9,3.2,1.6,0.3,1.6,0.5,6.3,798.9,27.0,73.6,Spices_Mysore (cardamom)
3.1,2.6,1.5,0.4,1.2,0.5,6.8,618.7,24.5,78.0,Spices_Mysore (cardamom)
3.0,2.7,2.2,0.4,1.2,0.4,6.5,719.0,24.3,76.3,Spices_Mysore (cardamom)
2.7,3.1,1.7,0.5,1.6,0.3,6.9,689.0,25.3,66.1,Spices_Mysore (cardamom)
3.0,3.4,1.7,0.3,1.4,0.4,6.8,678.2,24.3,76.2,Spices_Mysore (cardamom)
3.0,2.7,2.2,0.4,1.4,0.7,6.5,663.9,25.2,74.7,Spices_Mysore (cardamom)
2.8,2.7,2.3,0.4,1.3,0.3,7.0,690.9,28.7,75.2,Spices_Mysore (cardamom)
2.6,3.1,1.6,0.3,1.4,0.3,6.6,807.1,25.0,74.6,Spices_Mysore (cardamom)
2.9,3.2,1.9,0.4,1.5,0.5,7.2,834.5,25.5,69.7,Spices_Mysore (cardamom)
2.7,3.0,1.7,0.3,1.3,0.7,6.5,660.8,25.3,76.3,Spices_Mysore (cardamom)
2.9,3.3,1.6,0.4,1.1,0.4,6.3,827.6,25.3,70.8,Spices_Mysore (cardamom)
2.7,2.6,2.2,0.4,1.6,0.4,7.0,691.2,24.4,69.5,Spices_Mysore (cardamom)
3.0,3.4,2.1,0.5,1.1,0.6,6.4,692.6,25.8,70.5,Spices_Mysore (cardamom)
2.7,3.2,2.2,0.3,1.5,0.6,6.4,676.5,26.9,65.7,Spices_Mysore (cardamom)
2.8,2.8,2.0,0.2,1.0,0.5,7.1,729.2,24.2,76.2,Spices_Mysore (cardamom)
2.5,3.3,2.2,0.4,1.2,0.7,6.5,668.2,23.7,69.6,Spices_Mysore (cardamom)
2.7,2.7,2.4,0.5,1.0,0.4,6.6,717.3,28.4,70.2,Spices_Mysore (cardamom)
3.1,3.3,2.1,0.4,1.5,0.4,6.4,601.7,29.3,68.8,Spices_Mysore (cardamom)
3.0,2.5,2.3,0.4,1.5,0.6,6.8,750.9,28.5,68.0,Spices_Mysore (cardamom)
2.9,3.4,1.8,0.5,1.4,0.3,7.1,832.1,26.4,76.4,Spices_Mysore (cardamom)
2.9,2.7,1.9,0.4,1.6,0.8,7.1,652.4,27.3,78.3,Spices_Mysore (cardamom)
3.0,3.3,1.5,0.2,1.0,0.4,6.4,658.1,24.1,74.1,Spices_Mysore (cardamom)
2.6,3.1,1.6,0.4,1.1,0.4,6.8,662.9,28.2,74.8,Spices_Mysore (cardamom)
2.9,2.7,2.4,0.4,1.1,0.7,7.1,618.8,24.1,71.1,Spices_Mysore (cardamom)
2.8,3.1,1.6,0.4,1.2,0.3,6.7,709.6,23.5,76.0,Spices_Mysore (cardamom)
2.7,3.1,1.8,0.5,1.5,0.4,6.9,787.9,28.8,77.1,Spices_Mysore (cardamom)
2.6,2.9,2.1,0.3,1.2,0.4,7.1,749.0,26.5,71.4,Spices_Mysore (cardamom)
2.6,2.7,2.5,0.3,1.2,0.4,6.8,763.9,26.9,76.5,Spices_Mysore (cardamom)
2.9,3.4,1.7,0.5,1.4,0.6,7.1,732.2,26.6,68.7,Spices_Mysore (cardamom)
3.0,3.2,2.3,0.4,1.2,0.3,7.2,647.0,28.0,71.8,Spices_Mysore (cardamom)
3.0,3.5,2.1,0.5,1.5,0.7,6.3,603.2,24.8,69.6,Spices_Mysore (cardamom)
2.8,2.9,1.6,0.3,1.3,0.6,6.4,614.8,27.5,71.4,Spices_Mysore (cardamom)
2.9,3.4,1.5,0.3,1.5,0.5,6.4,783.1,25.0,70.5,Spices_Mysore (cardamom)
3.0,2.8,1.9,0.2,1.4,0.8,6.5,767.1,24.1,68.5,Spices_Mysore (cardamom)
2.5,3.3,1.5,0.4,1.1,0.3,6.4,614.8,25.0,74.5,Spices_Mysore (cardamom)
2.7,2.9,1.6,0.6,1.1,0.6,6.8,786.0,25.9,77.7,Spices_Mysore (cardamom)
2.7,2.5,2.4,0.5,1.5,0.7,6.3,698.3,27.8,75.1,Spices_Mysore (cardamom)
3.2,3.5,2.1,0.5,1.2,0.7,6.7,670.9,26.7,75.7,Spices_Mysore (cardamom)
3.1,3.5,1.6,0.4,1.2,0.8,6.8,735.1,25.0,70.5,Spices_Mysore (cardamom)
2.7,2.5,1.7,0.5,1.1,0.3,6.6,680.3,28.0,68.3,Spices_Mysore (cardamom)
2.6,3.3,2.0,0.4,1.4,0.6,7.1,763.6,23.6,67.8,Spices_Mysore (cardamom)
3.1,2.8,1.5,0.4,1.3,0.4,6.5,778.8,25.4,78.2,Spices_Mysore (cardamom)
3.0,3.1,2.3,0.4,1.2,0.8,6.3,846.2,24.3,71.3,Spices_Mysore (cardamom)
2.7,3.2,1.9,0.3,1.2,0.7,6.4,838.4,25.9,66.2,Spices_Mysore (cardamom)
2.8,3.0,1.5,0.3,1.2,0.6,6.7,790.3,26.5,75.0,Spices_Mysore (cardamom)
2.9,2.5,2.1,0.4,1.5,0.5,7.1,755.1,28.4,65.3,Spices_Mysore (cardamom)
3.2,3.0,2.0,0.3,1.1,0.4,6.3,723.6,28.6,73.9,Spices_Mysore (cardamom)
2.9,2.7,2.3,0.2,1.2,0.3,6.4,756.7,23.3,72.7,Spices_Mysore (cardamom)
2.9,2.9,2.3,0.4,1.3,0.4,7.2,742.2,29.6,78.0,Spices_Mysore (cardamom)
2.7,2.9,2.2,0.4,1.1,0.7,7.0,677.1,24.4,69.0,Spices_Mysore (cardamom)
2.9,3.0,2.2,0.6,1.0,0.5,6.3,795.0,24.3,65.2,Spices_Mysore (cardamom)
2.7,3.5,1.9,0.2,1.3,0.5,6.6,646.3,26.1,68.6,Spices_Mysore (cardamom)
3.2,2.9,2.2,0.3,1.5,0.6,7.1,693.3,24.9,74.5,Spices_Mysore (cardamom)
2.9,3.4,2.2,0.6,1.1,0.6,6.4,775.4,23.1,67.0,Spices_Alleppey Green Extra Bold (cloves)
2.6,3.4,2.0,0.2,1.1,0.4,7.0,674.0,26.4,66.4,Spices_Alleppey Green Extra Bold (cloves)
3.0,2.5,1.8,0.4,1.4,0.4,7.1,609.5,29.6,75.9,Spices_Alleppey Green Extra Bold (cloves)
2.7,3.3,1.9,0.6,1.4,0.5,7.1,825.6,27.6,73.1,Spices_Alleppey Green Extra Bold (cloves)
2.8,2.9,1.8,0.4,1.4,0.7,6.5,706.7,28.9,79.8,Spices_Alleppey Green Extra Bold (cloves)
2.6,2.7,1.9,0.6,1.4,0.8,7.0,769.8,28.6,74.2,Spices_Alleppey Green Extra Bold (cloves)
3.1,2.9,2.3,0.6,1.5,0.8,6.8,735.8,28.5,78.9,Spices_Alleppey Green Extra Bold (cloves)
2.8,2.6,1.8,0.2,1.1,0.7,6.7,706.4,27.9,68.3,Spices_Alleppey Green Extra Bold (cloves)
2.7,2.6,1.9,0.5,1.3,0.3,6.4,736.7,27.3,78.2,Spices_Alleppey Green Extra Bold (cloves)
3.2,3.0,2.4,0.6,1.3,0.4,6.4,763.3,24.5,70.6,Spices_Alleppey Green Extra Bold (cloves)
2.9,2.9,2.0,0.3,1.5,0.6,6.6,811.8,24.6,74.6,Spices_Alleppey Green Extra Bold (cloves)
2.7,2.8,1.6,0.2,1.3,0.5,6.9,669.4,23.0,78.2,Spices_Alleppey Green Extra Bold (cloves)
2.6,3.1,1.6,0.5,1.1,0.6,6.8,731.6,26.1,68.3,Spices_Alleppey Green Extra Bold (cloves)
2.8,2.7,2.1,0.3,1.5,0.5,7.1,811.0,25.9,76.7,Spices_Alleppey Green Extra Bold (cloves)
3.2,3.4,1.6,0.5,1.5,0.8,6.5,654.8,25.6,75.3,Spices_Alleppey Green Extra Bold (cloves)
3.1,3.0,2.0,0.6,1.3,0.7,7.1,628.0,27.7,67.2,Spices_Alleppey Green Extra Bold (cloves)
3.1,3.3,2.3,0.6,1.1,0.6,6.9,621.0,23.9,73.9,Spices_Alleppey Green Extra Bold (cloves)
2.9,2.9,2.3,0.5,1.1,0.4,6.3,723.8,24.1,70.5,Spices_Alleppey Green Extra Bold (cloves)
3.2,2.5,2.2,0.3,1.5,0.7,6.7,626.0,27.1,77.4,Spices_Alleppey Green Extra Bold (cloves)
3.1,3.1,2.1,0.5,1.4,0.3,7.1,814.3,29.9,77.8,Spices_Alleppey Green Extra Bold (cloves)
2.7,2.9,1.5,0.6,1.2,0.5,6.8,677.9,23.6,71.4,Spices_Alleppey Green Extra Bold (cloves)
2.7,3.4,2.1,0.5,1.5,0.6,6.6,661.1,28.7,74.3,Spices_Alleppey Green Extra Bold (cloves)
2.7,2.5,1.8,0.4,1.5,0.8,6.5,670.9,23.1,74.5,Spices_Alleppey Green Extra Bold (cloves)
3.1,2.7,1.7,0.5,1.1,0.6,6.6,711.9,23.1,79.5,Spices_Alleppey Green Extra Bold (cloves)
